cnms,frequency,total_salecs
ARM Energy Management,1,34.454
Southern Gardens,2,34.421
Eastern Oregon,2,34.326
Cement,2,34.307
Republic Metals,1,34.289
QEP Energy Company,1,34.226
L-3 Communications Hldgs Inc,7,34.216
"Corteva Agriscience, Inc",1,34.215
"Industrial, manufacturing and warehousing",1,34.208
"Arkansas, Indiana, Michigan, Mississippi & Nevada",1,34.101
Jiangsu Qingda,4,34.066
Manufacturing and Automobile,1,34.003
Tenda Co Ltd,2,33.95
Stryker and Wright Medical,1,33.944
Cutler-Owen International Ltd.,2,33.922
Electronics-Specialty,6,33.907
"America Movil SA De CV, Mexico",12,33.867
Contract manufacturing,3,33.859
Koch Energy Services,2,33.838
Ross Dress for Less,6,33.815
Original equipment manufacture,1,33.805
KOHL'S DEPARTMENT STORES INC.,2,33.767
Beijing Jiasheng Ruitong Electronics Co Ltd,1,33.703
Beijing Jiasheng Ruitong Electronics,1,33.703
Yandex NV,2,33.620999999999995
Navig8 Group,2,33.519
General Services Administration - U.S. Govt,1,33.498
CPOC,1,33.498
Mercuria Energy America Inc.,3,33.482
Omnicom Media Group Holdings Inc,3,33.471
Avnet Technology,1,33.464
Pharmacy,2,33.447
A/S Klaveness Chartering,5,33.408
"GPM Investments, LLC",7,33.359
Gedeon Richter Plc,1,33.333
5 Customers (Ammonia),1,33.306
VICTORIA'S SECRET,1,33.3
Open market sales,3,33.2
SPCC Joint Venture,2,33.16
Tianwei New Energy,1,33.14
"The Interpublic Group of Co's, Inc",5,33.079
ETC Field Services LLC,1,33.074
Cipla Ltd,7,33.054
ITT ELECTRONIC WARFARE SYSTEMS,3,33.031
Europe including Russia and Ukraine,1,33.0
Hospitality,5,32.94
AT&T Mobility,1,32.905
"Yulista Holding, LLC",5,32.882
Etablissement Francais du Sang,4,32.726
U.S. Federal & State Government Agencies,1,32.643
Vibra Healthcare,5,32.615
Ulta Salon Cosmetics & Fragrance Inc,5,32.595
"Dongguan Anyi Trading Co., Ltd.",6,32.576
104 Customers,1,32.532
Shell Trading Canada,3,32.510999999999996
China Telecom,3,32.491
OSS GMBH,1,32.488
"Mainland China, Hong Kong, South America, Mexico,",1,32.479
BP Corporation,1,32.477
Upstream Energy,4,32.451
Industrial - Delivery Service,2,32.4
Non-government,3,32.397
Gene Company Limited,2,32.363
Pacific Sunwear Calif Inc,1,32.318
Fullfilment distributors,1,32.273
Scorpio Panamax Tanker Pool Limited,2,32.239000000000004
"1616 Holdings, Inc",2,32.229
IGT,2,32.187
"Lennar Northwest, Inc",3,32.181
"Pastoria Energy Facility, L.L.C",7,32.152
Affivant Sciences GmbH,2,32.108000000000004
SPARC Group,5,32.069
SunTrust Bank,4,32.056
Sun Microsystems Inc,6,32.004000000000005
Local,2,31.996000000000002
Georgia Power Company,1,31.936
McKesson Pharmaceutical,4,31.931
"Giant Eagle, Inc.",6,31.911
Stanford,3,31.854999999999997
65 Customers,1,31.842
New Jersey Board of Public Utilities,3,31.828
HMM,1,31.824
Shenzhen Xinlikang Supply China Management Co. LTD,1,31.801
United Healthcare Services Inc.,3,31.723
Kern + Sohn GMBH,9,31.678
Life Generations Healthcare,4,31.654000000000003
"Transtar, Inc.",1,31.652
"Ademco, Inc.",4,31.647
Eltel Networks AS,1,31.646
Digital Health Solutions,2,31.642
Automotive Services,2,31.639
Home Appliance and Electronics,1,31.612
Superior Natural Gas,1,31.403
United States military,1,31.4
Biovail Corp,1,31.382
115 Customers,1,31.353
Albertsons / Shaw's / Star Market / Safeway / Vons,3,31.317999999999998
"Cardinal Health 105, LLC",2,31.317
Sertek Inc.,1,31.294
Chetrit Group LLC,3,31.285
Scorpio Handymax Tanker Pool Limited,1,31.28
Southwest Airlines Co.,7,31.249
EDF Trading Ltd,1,31.246
Samsung Engineering America,5,31.194
Jennmar Corporation,2,31.17
National Institute of Allergy& Infectious Diseases,2,31.152
U.S. Government and Military,5,31.134
Mengniu Dairy Co. Ltd.,2,31.073
Samling Global Ltd,3,31.024
U.S. Quartz,1,31.011
Empower RetirementTM,1,31.011
"Pillpack, Inc.",3,30.979
American General Life,5,30.969
DUPONT CANADA  -CL A,1,30.872
Signal Maritime Aframax Pool LTD,1,30.821
Starcom MediaVest Group,2,30.770000000000003
Lockton Companies Inc.,6,30.745
"The TJX Companies, Inc.",2,30.736
American Student Assistance Corporation,1,30.732
RockTenn,2,30.7
Transportation Security Administration (TSA),3,30.634999999999998
38 Customers,1,30.597
SpaceX,2,30.563
NOVARTIS CORP.,3,30.491
Tricon Energy,1,30.413
Navig8 pool,1,30.409
111 Customers,1,30.361
Permian Transport & Trading,1,30.255
Government entities,4,30.249
GlobalMed Technologies Co.,6,30.122
Tracker South Africa,2,30.115000000000002
Military Sealift Command,2,30.113
Boqii Mall,1,30.053
NYPA,15,30.0
469 Customers,1,29.883
Helena Chemical Co,1,29.85
Concortis Biosystems Corporation,3,29.849
Bml Inc,1,29.847
Protection 1 Security Solutions,4,29.837
Agility Fuel Systems,3,29.811
Baylor Health System,1,29.747
Osaka,2,29.709
"CHDI Foundation, Inc.",2,29.634
DAIMLER FINANCIAL SERVICES,4,29.622
"Enchanted Rock Electric, LLC",2,29.576999999999998
"Alabama Kanu Holdings, LLC",1,29.533
Reliance Industries Ltd,2,29.435
Paltek Corp,4,29.372
Sinatay,2,29.332
Non-Government,2,29.296999999999997
Tiffany,1,29.28
Australia/Asia,5,29.22
Toyama Chemical Co Ltd,4,29.142000000000003
"Novartis Institutes For BioMedical Research, Inc",3,29.135
TESARO,2,29.119
Biogen International GMBH,3,29.080000000000002
PATTERSON COMPANIES INC,2,29.055
United States Department of Defense,6,28.997999999999998
Electronics semiconductor,2,28.976
"FanDuel Group, Inc",2,28.887999999999998
"TI Group Automotive Systems, LLC",4,28.853
Endo,1,28.85
IA,6,28.707
Branded Retail Stores & Supermarket Stores,2,28.683
Entertainment and Recreation,4,28.678
Indivor PLC,1,28.531
Global Chartering Ltd,2,28.516
Repsol YPF SA,1,28.409
Aramco,2,28.378999999999998
Information & communication,2,28.377000000000002
Intellectual Ventures,3,28.374000000000002
Shell Trading U.S. Co,1,28.356
Zurich,1,28.321
"King Pharmaceuticals, Inc. and Pfizer, Inc",2,28.293
"Styx Acquisition, LLC",5,28.285
Apparel Industry,1,28.274
533 Customers,1,28.255
Hynix Semiconductor Inc.,2,28.249
Technicolor SA,1,28.217
Hearing Program,5,28.179
Clearwire Communications,1,28.151
Abbott Japan Co. Ltd.,3,28.124000000000002
Renewable Energy Generation,1,28.062
Canada - medical,2,28.045
Shipholding Group Inc,2,28.04
Third-party commercial insurance carriers,5,28.034
XPO Logistics Inc,18,28.026
Financial Services & Real Estate,1,27.984
GARUDA CAPITAL CORP,1,27.92
Dealers and System Integrators,3,27.895
Shenzhen Guo Wei Electronics Ltd.,2,27.887
ABC Group Inc,2,27.881
"Zhongwei Hanky Wiye Solar Co., Ltd.",1,27.871
Laredo Petroleum Inc,3,27.855
Beijing Hezhong Qingyuan Environmental Protection,2,27.851
Northwest Florida Resort Homesites,2,27.8
United Petroleum Purchasing Company,3,27.732
Global Foundries Inc,2,27.725
"Cargill, Inc.",1,27.671
Aggreko PLC,2,27.628999999999998
"Thryv, Inc",1,27.594
Sunoco,2,27.561999999999998
"Anadarko E&P Onshore, LLC",1,27.5
Finish Line Inc (The),3,27.487000000000002
"JB Hunt Transport Services, Inc.",4,27.456
"GE Oil & Gas, Inc.",4,27.418
Yew Pharmaceutical,2,27.362000000000002
RETAIL & WHOLESALE,2,27.362000000000002
High Performance,3,27.331
Transportation interiors,2,27.307000000000002
Canada and other foreign countries,4,27.289
Information & Communications,1,27.289
KTM AG,2,27.242
ED&F Man Group,2,27.2
"Flint Hill Resources, LLC",1,27.127
ASTELLAS PHARMA INC -ADR,4,27.12
Retail Sales (B2B),3,26.986
Third Party Payers,5,26.977
Defense/Aerospace,5,26.95
Yang Ming (UK) Ltd,2,26.831
Rockefeller University,7,26.729
Government Payers,3,26.704
Indirect Sales Channel,1,26.689
Empire Pipeline Corporation,1,26.678
VIANT HOLDINGS INC,2,26.674
"Guangdong Zhanshi Media Advertising Co., Ltd",2,26.545
Food Distributors and Retail and Wholesale Clubs,5,26.519000000000002
Governmental Agency B,2,26.512999999999998
"iHerb, Inc.",4,26.512999999999998
"Enterprise Texas Pipeline, LLC",2,26.487000000000002
ME Hotel,3,26.417
China Construction Bank,1,26.393
WaterBridge,1,26.389
Insurance lead Sales,7,26.382
Contract Electronic Manufacturers/OEMs,6,26.274
Cox Communications Inc,21,26.265
ADI Corp,6,26.262999999999998
Schering-Plough,2,26.261
"National Chains, Distributors, Regional Chains and",1,26.258
AmerisourceBergen Corporation,1,26.243
Blackrock Income UK Holding Limited,1,26.202
On system transportation-Gas,2,26.200000000000003
Krispy Kreme Doughnuts Inc.,5,26.178
"Industrial Equipment, Components & Metals",1,26.139
Retail - Natural products and other,2,26.127000000000002
"Car Wash Partners, Inc.",6,26.122999999999998
Insurance Providers,2,26.109
Sumitomo Mitsui Banking Corp,9,26.056
"Lion Oil Trading & Transport, Inc.",1,26.038
"Simcere Pharmaceutical Co., Ltd",1,26.033
Behavior and Commerce,1,25.961
60 Customers,1,25.952
General Corporate Customers,1,25.919
Nengfa Weiye Tieling Valve Joint Stock Co. Ltd,5,25.894
Merlino Lewis LLP,1,25.878
Bayer Consumer Care AG,3,25.853
Incyte Corporation,1,25.831
Small or Home Office subscribers,1,25.8
Spielo Manufacturing ULC,2,25.76
Hunan Loudi Zhongyuan Trading Co. Ltd.,1,25.72
United States Government Agencies,1,25.7
Defense Information Systems Agency,1,25.698
Mercuria Commodities Trading S.A. de C.V.,2,25.673000000000002
Bayer Healthcare LLC,2,25.602999999999998
NAVARRE CORP,3,25.6
CommScope Inc.,6,25.588
Rush Truck Center,1,25.573
"Sunkist Growers, Inc",1,25.513
Specialized Healthcare,3,25.5
Channel sales,4,25.467
Japan Canada Oil Sands Limited,2,25.41
K MART CORP,1,25.389
"GulfMark Energy, Inc",3,25.37
ITT Corp,4,25.366
Capital One Bank,5,25.24
Domestic government,1,25.181
Compagnie Generale de Geophysique-Veritas,3,25.123
Nippon Yusen Kabushiki Kaisha,1,25.103
Automotive Dealers,5,25.098
Primark Corp,8,25.069
United States Department of Energy (DOE),2,25.051
EMBRAER SA  -ADR,9,25.045
Glaxo Smith Kline,4,25.017
Asiacom Technology Limited,1,25.0
Pilatus Aircraft Limited,3,24.965
"Wuhan Weikaer Steel Wire Product Co., Ltd.",1,24.961
Global public health sector,2,24.945
Suyi,1,24.942
Printing and Business Services,3,24.938000000000002
"Actiontec Electronics, Inc.,",1,24.91
"Dynamic Advances, LLC.",1,24.9
Genevant Sciences Ltd,1,24.9
Cellular baseband market,1,24.896
Unum Corp,2,24.875
Central Texas,2,24.87
HHS BARDA,1,24.858
"Arts, Entertainment & Recreation",5,24.845
Outside Of North America,2,24.832
"Shanghai Shengyue Advertising Co., Ltd",3,24.826999999999998
"Scansource Catalyst, Inc.",2,24.802999999999997
Bombardier Inc,23,24.784
Targa,1,24.767
Coffeyville Resources Inc,11,24.71
Oerth Bio LLC,1,24.7
On-system transportation,5,24.684
Mobile Communications,2,24.683999999999997
"GitHub, Inc",4,24.618
"HMG Healthcare, LLC",2,24.552
Pace PLC,1,24.523
Wingate Healthcare Inc,1,24.459
MainVue Homes,2,24.442999999999998
CVS Corporation,11,24.435
Biopharmaceutical Customer,1,24.4
535 Customers,1,24.398
Industrial/Marine,2,24.366
Segway Inc,3,24.35
Outbound marketing sales,4,24.346
HP Enterprise Services,7,24.294999999999998
Non-Canada,6,24.29
Industrials and natural resources,4,24.264
National Institutes of Health,7,24.258
Legend healthcare,3,24.253
"Shenzhen ZTE Mobile Tech. Co., Ltd.",1,24.227
7-Eleven Malaysia Sdn Bhd,2,24.208
Clearlake Shipping Pte Ltd,1,24.205
Military Maritime Markets,4,24.201
L.A. Fitness,1,24.161
GPM Investments LLC,1,24.096
PETCO Animal Supplies Inc,5,24.064
Outside the U.S. and Canada,1,24.051
Farm Fresh Inc,9,24.043999999999997
NU HORIZONS ELECTRS CORP,2,24.042
China Telecom Corp Ltd  -ADR,2,24.034
City of Chicago,3,24.028
California Bank & Trust,14,23.949
Retail Partner Channel,1,23.929
Eclipse Aerospace Inc,4,23.813
BARDA,1,23.8
Total Raffinage Marketing,1,23.754
"Chemicals and Plastics, Including Ethanol",2,23.734
"Statoil Gulf Services, LLC",1,23.729
Evergrande Real Estate Group,1,23.715
Eli Lilly and Co,6,23.709
Stockdale Oil and Gas,4,23.706
Weatherford,2,23.701999999999998
PBF Holding Company,1,23.682
Private Payor,3,23.672
Ortho-McNeil Inc,1,23.646
Mastronardi Produce Limited,2,23.642000000000003
Vibra Energia S.A.,2,23.551000000000002
Construction/Design,2,23.518
"Chesapeake Operating, Inc.",2,23.411
Online consumer product sales,1,23.388
The Interpublic Group of Companies,6,23.162
"Professional Resource Development, Inc.",5,23.151
Tesco Stores Limited,3,23.126
Stonex Financial Limited,1,23.098
Castleton Commodities International LLC,1,23.089
Commercial Sector,2,23.081
Tohoku Electric Power Co Inc,1,23.067
Beijing Xingwang Shidai Tech & Trading Co Ltd,1,23.063
AbbVie Global Enterprises Ltd,2,23.059
Ameren Corporation,5,23.02
Quanta,2,22.95
HTC,1,22.945
Phase III,4,22.939
Giatek Corporation Ltd.,2,22.939
Sirius Ocean Inc.,2,22.935
"Hachette Book Group, Inc",6,22.929
"KDC Solar Credit LS, LLC",1,22.829
Office,3,22.756
SaveMart Supermarkets,7,22.746
ST Shipping Transport,1,22.736
"Jinhua Baoxiang Import & Export Co., Ltd",1,22.689
Goodrich,1,22.617
"Lianzhang Digital Designing (Xiamen) Co., Ltd.,",1,22.603
Sony Corporation,8,22.503999999999998
Toys R US,3,22.412
Innovative Gourmet LLC,2,22.407
28 Customers,4,22.361
Asics Corp,5,22.339
Electric Power Generating Companies,1,22.326
Valero Marketing & Supply Co.,1,22.322
"Derby Materials Co., Limited",1,22.305
Actona Company A/S,2,22.291
3D Medicines Inc,3,22.264
"Sun Home Services, Inc",1,22.231
AMC Theatres,1,22.228
"Maruho Co., Ltd",2,22.192999999999998
MCC Jingcheng,1,22.185
FAW Mazda,2,22.171
"Cropac Equipment, Inc",1,22.167
Meda AB,8,22.139
Bodybuilding.com,1,22.128
Gemtek Electronics Co,6,22.125999999999998
PharmaCann LLC,3,22.119
Consulting Services,3,22.092
Mr. Lube Canada Limited Partnership,2,22.081
Shell Energy Resources LP,1,22.05
TCL Communication Technology Holdings Ltd,2,22.039
Claire's Stores Inc.,3,22.019000000000002
"Arkema, Inc.",2,22.014
New England Innovation Academy,1,22.01
"Indigo Minerals, LLC",1,21.989
Retail - Automotive,1,21.987
Oncothyreon Inc,1,21.955
Immedica Pharma AB,3,21.954
Pharmavant 6 GmbH,2,21.819
State of Michigan,4,21.798
City National Bank,5,21.78
"Morgan, Lewis & Bockius LLP",4,21.725
"Exela PharmSci, Inc.",6,21.688
Orion Corporation,2,21.686999999999998
Key Customers,1,21.666
SailPoint Technologies Holdings Inc,3,21.665
ASTELLAS PHARMA INC,3,21.654
Holly Frontier LLC,1,21.65
Richmond American Homes,2,21.625999999999998
INNOTECH CORP,1,21.622
TMI Associates,2,21.564999999999998
Transportation -Gas,6,21.55
"Zhongyun Technology Co., Ltd",1,21.526
Medihelm SA,3,21.506
Industrial gas,5,21.497
Food service/restaurant,4,21.448
3 Cstomers,1,21.416
North American Systems,1,21.397
TN,4,21.383
"Federal, State and Local Governments",2,21.379
"Radqual,LLC",8,21.379
"Acuitas Therapeutics, Inc.",6,21.351
Biosense Webster Inc.,6,21.269
Consumer/Retail,1,21.266
GitHub Inc,3,21.265
"SEI Energy, LLC",2,21.251
"Otsuka Pharmaceutical Co., LTD",4,21.231
Milwaukee Electric Tool Corporation,8,21.169
The Capital Group Companies,2,21.168
Food and Nutrition,1,21.132
ETH Bioenergia,1,21.12
Natural Molecular Testing Corporation,3,21.095
XPO Logistics Supply Chain Inc,4,21.09
Cable & Wireless Communications PLC,2,21.083
"MTI Laboratory, Inc.",1,21.078
CCS Medical,5,21.054000000000002
Evergreen Healthcare Inc,2,21.048000000000002
MICROTEC CORP,1,21.048
Coca Cola China,1,21.033
KYORIN Pharmaceutical Co Ltd,6,20.974
Medicare and other government,1,20.958
LF USA,1,20.947
Belarus,4,20.896
Aristocrat Technologies Pty. Ltd.,2,20.863
"Mainland china,south America,Mexico & Africa",1,20.863
Charter Communications/Time Warner Cable,2,20.859
China Banking Association,1,20.854
"Shanghai Xinsen Import & Export Co., Ltd",3,20.847
"Anne Arundel, MD",3,20.837
Dominion Gas Ventures LP,1,20.822
"Hualu Engineering & Technology Co., Ltd.",3,20.820999999999998
"Namecheap, Inc.",1,20.756
Wholesale channels,1,20.738
Ildong Pharmaceutical Co Ltd,5,20.7
Halcon Resources Corp,1,20.661
"Emory Healthcare, Inc",5,20.659
Disguise,3,20.645
Buckle Inc. (The),2,20.642000000000003
"Metropolis Technologies, Inc",1,20.613
Nestle Purina,1,20.6
152 Customers,1,20.576
Columbia Gas Distribution,1,20.512
Fresno County,1,20.502
Jinneng Clean Energy,3,20.466
Savvis Communications Corporation,9,20.44
Pulp and Paper Mills,2,20.432000000000002
Hitachi Construction Machinery Co Ltd,4,20.423000000000002
Padagis Israel Pharmaceuticals Ltd,1,20.4
New York University Medical Center,7,20.325
Sunoco Logistics L.P,1,20.282
Mansel Ltd,1,20.232
"Shenyang Haizhong Heat Resource Co., Ltd",1,20.23
Alpha Networks Inc,1,20.214
"E-Finity Distributed Generation, LLC",2,20.177
Tapjoy,2,20.153
Petrochemical and chemical,1,20.148
"Herbalife International of America, Inc.",1,20.144
Advance Stores Co Inc,6,20.129
Non-Wholesalers/Retailers,2,20.127000000000002
Quicken Loans Inc,4,20.102
"Aqua Cal, Inc.",5,20.093
Essential Air Services,1,20.09
Regency Field Services LLC,1,20.046
European Government,3,20.046
"NASCAR Media Group, LLC",4,20.029
"Astellas Gene Therapies, Inc",1,20.008
"Ji Xing Pharmaceuticals, Limited",2,20.0
Ipsen Biopharm Limited,2,20.0
Daye Special Steel Co Ltd,1,20.0
Bausch + Lomb,1,20.0
Altisource Residential Corp,4,19.991
Roman Health Pharmacy LLC,1,19.957
"WPX Energy Rocky Mountain, LLC",1,19.943
Lg Chem Ltd,5,19.917
"Anixter, Inc.",4,19.913
Nintendo DS,2,19.89
Interpublic Group of Companies Inc. (The),1,19.877
Gilster Mary Lee,3,19.828
"Pinsight Media+, Inc",1,19.824
Mengniu Dairy (Shagnzhi) Co. Ltd,1,19.775
Baytex Energy USA LTD,1,19.76
Ozona Pipeline Energy Co,1,19.75
"Other federal, state and local governments",1,19.734
"BJ Services, LLC",1,19.72
International Gaming Technology,1,19.709
Curascript Inc,2,19.672
"SunAmerica Asset Management, LLC",8,19.619
DexYP,1,19.608
Cigna Holding Co.,5,19.57
"Bedrock Production, LLC",1,19.561
COSCO INC,2,19.561
12 CUSTOMERS,1,19.522
U.S. Federal Procurements,2,19.487000000000002
Kupat Holim Clalit,2,19.479
LifeCare Holdings,4,19.432
Jupiter Telecommunications,2,19.408
"Ademco, Inc",3,19.387999999999998
"Hangzhou Shihang New Material Technology Co., Ltd",1,19.364
OEM and Emissions Customers,7,19.325
Newmont USA Limited,1,19.283
Public Government,2,19.212
"MoPub, Inc",5,19.18
KOREA LINE CORP,1,19.178
China Guangfa Bank,2,19.163
"Foxconn Electronics, Inc.",1,19.162
Airbus,12,19.112
Boehringer Ingelheim GmbH,5,19.103
Cenex,5,19.094
"Life fitness, Inc.",1,19.05
"Remelt Sources, Inc",3,19.031
"Ergon Oil Purchasing, Inc",1,19.0
ACF Industries LLC,1,19.0
Piedmont WellStar Health Plan,1,18.988
"XOG Operating, LLC",2,18.972
"ULTA, Inc.",7,18.94
Food & Beverages,2,18.889
U.S Government,4,18.871000000000002
"Huawei Technologies Co., Ltd",5,18.866999999999997
IT/Electronics,1,18.865
Think Global AS,1,18.849
"Nomura Holdings America, Inc",1,18.845
Wal-Mart/Sam's Wholesale,1,18.842
Technology/media/telecom,1,18.825
Changi Airport,2,18.776
NAMSA,3,18.736
North America/South America,2,18.727
Prosys Information Systems Inc.,3,18.721
At Home Corp,13,18.694
Communications Equipment,5,18.693
Markwest Liberty Midstream,1,18.683
Clalit Health Services,4,18.652
Test and Measurement,1,18.64
Celanese,2,18.628
"J. Alexander's, LLC",3,18.622
Betta pharmaceuticals Co Ltd,5,18.615000000000002
SWK Funding LLC,2,18.560000000000002
Quadra Commodities S.A.,1,18.497
CONCORD ENERGY INC,1,18.471
Chemicals & Allied Products,1,18.465
"The Interpublic Group of Co's, Inc.",3,18.409
"Altos Labs,Inc",1,18.406
Philco Eletronicos S/A,1,18.36
Samsung,3,18.356
"Lavvan, Inc",1,18.342
Drugstore,5,18.29
"Maruishi Pharmaceutical Co., Ltd.",3,18.28
Industrious,8,18.278
Emirates Nuclear Energy Corporation & FANR,7,18.275000000000002
Prosys,1,18.239
"U.S. Steel Tubular Products, Inc.",2,18.238
"Castle Creek Biosciences, Inc",2,18.198
Orient Overseas Container Line Ltd.,1,18.157
Morris & Dickson,2,18.110999999999997
TI Group Automotive Systems Corp,3,18.097
"Centerpoint Energy Service, Inc.",3,18.045
National Institute of Allergy & Infectious Disease,5,18.016000000000002
