gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
013062,ENVIRONMENTAL POWER CORP,EPGRQ,C,01,LC,11048,8915,2004-12-27,2010-04-23
013062,ENVIRONMENTAL POWER CORP,EPGRQ,C,01,LC,11048,8915,1987-01-27,1999-03-14
013063,CROWN BRANDS INC,3CRON.,P,01,LU,11094,8957,1987-02-10,1991-06-28
013064,TELLUS INDUSTRIES INC,TLLSE,C,01,LU,92436,7739,1986-01-31,1995-03-22
013064,TELLUS INDUSTRIES INC,TLLSE,C,00X,LU,92436,7739,1985-10-01,1986-01-30
013065,EQUIFIN INC,EQUI,C,01,LU,75035,8939,1987-02-04,2004-07-14
013067,INTERTAN INC,ITN,P,01,LU,10999,8870,1987-01-02,2004-05-28
013069,GASCARD INC/DE,3GSCDE,C,01,LU,75541,8946,1987-04-14,1988-04-06
013070,SYSTEM SOFTWARE ASSOC INC,SSAXQ,C,01,LU,11103,8967,1987-02-12,1999-10-22
013071,RADNET INC,RDNT,P,01,LC,76672,27836,2007-02-14,E
013071,RADNET INC,RDNT,P,01,LC,76672,27836,1991-02-26,1995-04-12
013073,KEY CENTURION BANCSHARES,KEYC,P,01,LU,10020,7972,1986-01-27,1993-04-30
013074,MARK TWAIN BANCSHARES,MTB.1,P,01,LC,51610,3086,1988-01-29,1997-04-25
013074,MARK TWAIN BANCSHARES,MTB.1,C,00X,LC,51610,3086,1988-01-01,1988-01-28
013075,PROVIDENT FINANCIAL GRP INC,PFGI.,P,01,LU,64515,3658,1982-01-29,2004-07-30
013080,CONSOLIDATED ENERGY PRT  -LP,CPS.2,P,01,LU,68881,25822,1986-03-12,1989-07-31
013081,CONTINENTAL HOMES HOLDING CP,CON.1,P,01,LU,11124,8983,1987-02-19,1998-04-30
013083,EDUCATION SYSTEMS & PUBL,3ESPC,C,01,LU,10206,8141,1986-05-02,1990-05-31
013084,ARISTECH CHEMICAL CORP,ARS.2,P,01,LU,70359,20209,1986-11-26,1990-03-07
013085,HIMONT INC,HMT.1,P,01,LC,72055,25867,1987-02-12,1990-01-03
013086,CLEOPATRA KOHLIQUE,CLEO,P,01,LU,11098,8962,1987-02-11,1989-12-29
013087,ADTEC INC,8705B,P,01,LU,11128,8987,1987-02-24,1992-10-30
013090,ENVIROSURE MANAGEMENT CORP,3ENVS.,C,01,LU,10666,8569,1986-09-16,1989-02-10
013091,COIN PHONES INC,OPER10,C,01,LU,10336,8259,1986-06-09,1989-01-27
013092,JACK IN THE BOX INC,JACK,C,03,LC,77453,25865,1992-03-05,E
013092,JACK IN THE BOX INC,JACK,C,01,LC,71933,25865,1988-12-01,1988-12-02
013092,JACK IN THE BOX INC,JACK,P,01,LC,71933,25865,1987-02-24,1988-11-30
013093,EMPIRE OF AMERICA FSB,EOA.1,C,01,LU,70586,20647,1986-11-26,1990-02-13
013095,INTERWEST CORP,5849B,C,01,LU,34921,24038,1985-01-31,1988-01-18
013095,INTERWEST CORP,5849B,C,00X,LU,34921,24038,1981-07-01,1985-01-30
013096,NICHOLS RESEARCH CORPORATION,NRES.1,P,01,LU,11020,8892,1987-01-14,1999-11-30
013097,IP TIMBERLANDS  -LP-CL A,IPT.1,P,01,LU,67272,20960,1985-03-07,1998-03-31
013098,NEW CASTLE ENERGY CORP,4587B,C,01,LU,73024,4281,1983-12-30,1986-11-17
013098,NEW CASTLE ENERGY CORP,4587B,C,00X,LU,73024,4281,1981-01-01,1983-12-29
013099,FRUIT OF THE LOOM LTD  -CL A,3FTLAQ,P,01,LU,71984,20769,1987-03-03,2000-04-20
013100,E A S TECHNOLOGIES INC,3EASCE,C,01,LU,10582,8490,1986-08-15,1989-05-26
013101,CAPITAL TEL SYSTEMS INC,CTSI.,P,01,LU,86386,7906,1985-12-10,1988-02-29
013102,STRATEGIA CORP,SAEA,P,01,LU,85270,27834,1997-08-06,2000-10-19
013103,FURIA ORGANIZATION,CSHD,C,00X,LU,88210,7826,1985-11-04,1986-12-18
013108,ISI SYSTEMS INC,SYS.1,P,01,LU,72098,25869,1987-01-16,1989-11-21
013109,SCHULT HOMES CORP,SHC.3,P,01,LU,11141,8997,1987-02-27,1998-04-30
013110,CARIBBEAN AMERN HLTH RESORTS,CAHR,C,01,LU,11087,8952,1987-02-10,1993-09-30
013111,IPM INC,3IPMIE,C,02,LU,11176,9025,1987-03-16,1990-04-16
013112,PACAD INC,3PACD,C,01,LU,11179,9027,1987-03-16,1989-03-06
013113,STANDARD FEDL BANCORP INC,SFB.1,C,01,LC,72688,21657,1987-01-21,1997-04-30
013114,FIDELITY NATIONAL FINL INC,FNF.1,P,01,LU,71909,20701,1987-02-25,2006-11-30
013115,SUN ENERGY PARTNERS  -LP,SLP.1,P,01,LU,68697,21685,1985-12-03,1999-07-30
013116,UNOCAL EXPLORATION CORP,UXC,P,01,LU,68160,21809,1986-01-31,1992-05-29
013117,AMRE INC,AMMRQ,C,01,LU,75149,8992,1987-02-26,1997-01-16
013118,TOFRUZEN INC,3YUMY,C,01,LU,11195,9045,1987-03-23,1990-04-17
013119,BEAUTICONTROL COSMETICS INC,BUTI,P,01,LU,10087,8031,1986-03-06,2000-10-31
013120,ATLANTIC RESTAURANT VENTURES,3ARVI.,P,01,LC,11090,8956,1987-02-10,1988-05-24
013121,FLAGSTAR CORP,3FLSTQ1,P,01,LC,72792,25880,1987-01-05,1989-12-06
013121,FLAGSTAR CORP,3FLSTQ1,P,01,LC,19617,22934,1964-01-31,1978-12-29
013121,FLAGSTAR CORP,3FLSTQ1,C,00X,LC,19617,22934,1950-01-01,1964-01-30
013122,ANGELES FINANCE TR,ANF.1,P,01,LU,68275,20197,1986-01-31,1990-03-30
013123,CENTURY PACIFIC FINL CP -OLD,3CYPC,P,01,LU,11542,9037,1987-07-23,1988-06-30
013124,NATIONWIDE HEALTH PPTYS INC,NHP,P,01,LC,68312,20301,1986-01-31,2011-07-01
013124,NATIONWIDE HEALTH PPTYS INC,NHP,C,00X,LC,68312,20301,1986-01-01,1986-01-30
013125,HEALTHPEAK PROPERTIES INC,DOC,P,01,LC,67598,20891,1986-01-31,E
013125,HEALTHPEAK PROPERTIES INC,DOC,C,00X,LC,67598,20891,1986-01-01,1986-01-30
013126,ROCKEFELLER CENTER PPTYS INC,RCP.1,P,01,LU,68101,21523,1986-01-31,1996-07-31
013126,ROCKEFELLER CENTER PPTYS INC,RCP.1,C,00X,LU,68101,21523,1986-01-01,1986-01-30
013127,B B REAL ESTATE INVT,BBR.3,P,01,LU,68750,25819,1986-01-31,1989-07-31
013128,ECOLOGY AND ENVIRONMENT INC,EEI,P,01,LU,71837,20631,1987-03-09,2020-01-31
013130,DIAMOND SHAMRCK OFFSHOR  -LP,DSP.1,P,01,LC,67870,20577,1985-08-29,1994-07-26
013131,FREEPORT MCMORAN OIL&GAS CO,FMP.1,P,01,LC,67539,20764,1986-01-31,1990-10-31
013131,FREEPORT MCMORAN OIL&GAS CO,FMP.1,C,00X,LC,67539,20764,1986-01-01,1986-01-30
013132,DELBANCOR INDUSTRIES INC,6201B,C,99X,LU,78506,27312,1998-04-01,1998-06-30
013132,DELBANCOR INDUSTRIES INC,6201B,C,01,LU,78506,27312,1986-01-31,1988-06-10
013133,MEI DIVERSIFIED INC,MEII10,C,01,LC,12933,21133,1986-05-30,1993-02-22
013134,WELLCOME PLC,WEL.1,P,90,LC,78111,27388,1992-07-27,1995-06-21
013135,YORK INTERNATIONAL CORP,YRK,C,08,LC,77081,29124,1991-10-01,2005-12-09
013135,YORK INTERNATIONAL CORP,YRK,P,02,LC,69745,25838,1986-04-10,1988-12-19
013136,RIVERBEND INTL CORP,3RVRB,P,01,LC,72581,21516,1987-03-05,1991-07-16
013137,SIDARI CORP,3ZITIE,C,01,LU,11150,9006,1987-03-05,1990-03-05
013138,P & C FOODS INC,FOOD.2,P,01,LU,10614,8516,1986-10-31,1988-08-12
013139,JENNIFER CONVERTIBLES INC,5872B,C,01,LC,11161,9013,2003-06-10,2010-03-05
013139,JENNIFER CONVERTIBLES INC,5872B,C,01,LC,11161,9013,1987-03-11,1995-04-16
013140,BENEQUITY HOLDINGS  -LP,BH.3,P,01,LU,67416,25790,1986-01-31,1987-03-24
013140,BENEQUITY HOLDINGS  -LP,BH.3,C,00X,LU,67416,25790,1986-01-01,1986-01-30
013141,GRAND PEAK CAPITAL CORP,GPKUF,C,01,LC,78452,26137,1986-01-31,1997-03-07
013142,CAPSTEAD MORTGAGE CORP,CMO,P,01,LU,68021,21114,1986-01-31,2021-10-29
013142,CAPSTEAD MORTGAGE CORP,CMO,C,00X,LU,68021,21114,1986-01-01,1986-01-30
013143,TURNER EQUITY INVESTORS INC,TEQ,P,01,LU,68152,25803,1986-01-31,1988-12-30
013143,TURNER EQUITY INVESTORS INC,TEQ,C,00X,LU,68152,25803,1986-01-01,1986-01-30
013144,ORBIS INC,3ORBS,P,01,LU,11171,9021,1987-03-12,1992-05-29
013145,INTL CONSOL AIRLINES GROUP,ICAGY,P,90,LC,71589,20332,1987-02-11,2007-05-17
013147,SANTA FE ENERGY PRTNRS  -LP,SFP.,P,01,LU,69112,21564,1986-01-14,1993-09-30
013148,CONAIR CORP/DE,4577C,P,01,LU,65197,729,1972-12-14,1985-06-28
013149,EQK REALTY INVESTORS,EQKR,C,01,LU,67213,20619,1986-01-31,1998-05-01
013149,EQK REALTY INVESTORS,EQKR,C,00X,LU,67213,20619,1986-01-01,1986-01-30
013150,NORTH AMERICAN TRUST,NAM.1,P,01,LU,68515,21103,1986-01-31,1995-10-31
013151,AMERICAN INDL PPTYS REIT,IND.3,P,01,LU,68726,21766,1986-01-31,2001-05-31
013151,AMERICAN INDL PPTYS REIT,IND.3,C,00X,LU,68726,21766,1986-01-01,1986-01-30
013154,JAMES MADISON LTD  -CL A,7181B,P,01,LC,70754,10172,1986-10-08,1991-06-10
013155,MARGO CARIBE INC,MRGO,C,01,LU,11082,8949,1987-02-09,2006-10-04
013156,RAYONIER TIMBERLANDS  -LP,LOG.2,P,01,LU,68662,21490,1985-11-12,1998-02-27
013157,ENERGY DEVELOP PRTNRS,EDP.,P,01,LU,68400,20650,1985-11-18,1990-05-31
013158,EEX CORP,EEX.1,P,01,LU,67491,20658,1986-01-31,2002-11-29
013158,EEX CORP,EEX.1,C,00X,LC,67491,20658,1986-01-01,1986-01-30
013160,FRESH JUICE CO INC,FRSH.3,P,01,LC,10847,8731,1986-11-13,1999-01-29
013161,ONCOR INC,ONCR.1,C,01,LU,11119,8979,1987-02-17,1998-09-30
013162,PRAXIS BIOLOGICS INC,PRXS,P,01,LU,11218,9068,1987-03-27,1989-11-30
013163,PARLUX FRAGRANCES INC,PARL,P,01,LU,11137,8995,1987-03-31,2012-04-30
013164,TELEMATICS INTL INC,TMAX.1,P,01,LU,11147,9005,1987-03-05,1993-12-31
013165,ZETEK INC,6139B,P,01,LU,11133,8991,1987-04-30,1988-09-01
013166,INDYMAC BANCORP INC,IDMCQ,P,01,LC,67862,20528,1986-01-31,2008-07-14
013166,INDYMAC BANCORP INC,IDMCQ,C,00X,LC,67862,20528,1986-01-01,1986-01-30
013167,COLUMBIA REAL ESTATE INVS,9085B,P,01,LU,69059,20479,1986-02-21,1994-08-31
013168,EQUIVEST INC,EVI.1,P,01,LU,68080,21496,1986-01-31,1993-03-31
013169,ALLIED DEFENSE GROUP INC,ADGI.3,P,01,LC,11923,6968,1984-04-09,2010-09-17
013170,TUNEX INTERNATIONAL INC,TNEX,C,01,LU,11112,8974,1987-02-13,1988-09-01
013171,ADMAR GROUP INC,ADMR.,P,02,LU,10862,8746,1986-11-18,1996-03-29
013172,ONCOLOGIX TECH INC,OCLG,C,01,LC,11100,8964,1993-05-07,1999-04-30
013172,ONCOLOGIX TECH INC,OCLG,C,01,LC,11100,8964,1987-02-27,1993-03-04
013174,TGC INDUSTRIES INC,TGE.3,C,01,LC,80912,27333,1994-09-22,2015-02-11
013175,NICHOLS-HOMESHIELD INC,NHIC.1,P,01,LU,10499,8416,1986-07-18,1989-08-31
013176,SONO-TEK CORP,SOTK,C,01,LC,11153,9009,2021-08-27,E
013176,SONO-TEK CORP,SOTK,C,01,LC,11153,9009,1987-03-06,1992-04-05
013177,DOUGLAS COMPUTER INTL INC,DCIIE,P,01,LU,11238,9090,1987-04-07,1990-05-02
013179,CANAL RANDOLPH  -LP,6929B,C,01,LU,78552,27748,1986-01-31,1989-12-07
013180,COPLEY PROPERTIES INC,COP.2,P,01,LU,67854,20519,1986-01-31,1996-06-28
013180,COPLEY PROPERTIES INC,COP.2,C,00X,LU,67854,20519,1986-01-01,1986-01-30
013181,ACS SYSTEMS INC,ACSY.,C,01,LC,11224,9076,1987-04-30,1987-07-31
013181,ACS SYSTEMS INC,ACSY.,C,00X,LC,11224,9076,1987-03-31,1987-04-29
013182,HAWKEYE ENTERTAINMENT INC,6598B,P,01,LU,11204,9054,1987-03-25,1989-04-28
013183,FORELAND CORP,FORLQ,P,01,LU,88111,7872,1986-01-31,1999-09-09
013183,FORELAND CORP,FORLQ,C,00X,LU,88111,7872,1986-01-01,1986-01-30
013184,LADRX CORP,LADX,P,01,LC,10838,8721,1986-11-10,2019-06-03
013187,EACO CORP-OLD,EACO.1,P,01,LU,10170,8113,1986-04-30,2003-05-09
013187,EACO CORP-OLD,EACO.1,C,00X,LU,10170,8113,1986-04-14,1986-04-29
013188,CALA CORP,CCAA,C,01,LU,10521,8426,1986-07-31,1988-08-01
013188,CALA CORP,CCAA,C,00X,LU,10521,8426,1986-07-24,1986-07-30
013189,CEDAR REALTY TRUST INC,CDR,P,01,LU,10952,8826,1986-12-17,2022-08-31
013190,STARS TO GO INC,STGO,C,01,LU,10556,8467,1986-08-08,1991-04-12
013191,COLUMBIAN ENERGY CO  -LP,COLZQ,P,01,LU,78615,27309,1986-12-19,1991-09-30
013192,SPECTRA PHARMACEUTICAL SVCS,SPCT.,C,01,LC,92006,7900,1986-01-31,1989-06-23
013192,SPECTRA PHARMACEUTICAL SVCS,SPCT.,C,00X,LC,92006,7900,1986-01-01,1986-01-30
013193,BUTLER INTERNATIONAL INC,BUTLQ,P,01,LU,10362,8283,1986-06-11,2006-04-10
013194,INTL CONSUMER BRANDS INC,ICBI,C,01,LU,10354,8277,1986-06-11,1991-07-24
013195,EXCELAN INC,EXLN.1,P,01,LU,11135,8993,1987-02-26,1989-06-30
013197,THERMO INSTRUMENT SYSTEMS,THI.2,P,01,LU,10545,8457,1986-08-05,2000-07-31
013198,INVIVO CORP,SAFE.1,P,01,LU,11138,8996,1987-02-26,2004-01-30
013199,CAMERA PLATFORMS INTL INC,CPFR,C,01,LU,10316,8234,1986-06-03,1993-06-23
013200,PHOTRONICS INC,PLAB,P,01,LU,11154,9010,1987-03-10,E
013201,CANNON EXPRESS INC,CEXP,J,02,LU,78848,8998,1993-01-27,1996-03-29
013201,CANNON EXPRESS INC,CEXP,C,01,LC,11139,8998,1987-02-26,2003-10-14
013203,ESSEX COMMUNICATIONS  -CL A,ESSAC,P,01,LU,10907,8784,1987-02-27,1988-04-29
013204,FISHER SCIENTIFIC INTL INC,FSH.2,C,01,LC,77150,29360,1991-12-18,2006-11-09
013204,FISHER SCIENTIFIC INTL INC,FSH.2,C,01,LC,46586,24891,1968-08-05,1981-10-27
013204,FISHER SCIENTIFIC INTL INC,FSH.2,C,01,LC,11219,9069,1987-03-30,1989-08-24
013205,THUNDER GROUP INC,TTGI,C,01,LU,10992,8864,1986-12-22,1993-02-05
013207,GROSSMANS INC,3GROSQ,P,01,LU,10879,8758,1986-11-21,1997-07-22
013208,CAPITAL ASSOCIATES INC,CAII,C,01,LU,11136,8994,1987-02-26,1999-12-01
013209,ALPINE LACE BRANDS INC,LACE,P,01,LU,75523,8247,1986-11-07,1997-12-31
013210,HOSPITAL NEWSPAPERS GROUP,3HNGI,P,01,LU,11166,9016,1987-03-11,1989-09-29
013211,CPL REAL ESTATE INVT TRUST,CNTRS,P,01,LU,86247,7938,1986-04-30,1988-02-29
013211,CPL REAL ESTATE INVT TRUST,CNTRS,C,00X,LU,86247,7938,1986-01-01,1986-04-29
013212,GRUBB & ELLIS REALTY INCOME,3JNZZ,P,01,LU,88461,7492,1986-01-31,1992-05-14
013213,RAINIER REALTY INVESTORS,RRETS,C,01,LU,91361,7496,1986-01-31,1987-07-15
013213,RAINIER REALTY INVESTORS,RRETS,C,00X,LU,91361,7496,1986-01-01,1986-01-30
013214,ANODYNE ENERGY CORP,5719B,P,01,LU,11002,8874,1987-01-05,1988-01-29
013215,CENTRUST SAVINGS BANK-MIAMI,DLP.1,P,01,LC,75043,20420,1987-03-23,1990-01-22
013216,AMERISCRIBE CORP,ACR.3,P,01,LC,42454,21600,1965-09-14,1993-10-28
013218,PORTAGE INDUSTRIES CORP,PTG.2,P,01,LU,75084,21428,1987-04-02,1996-05-31
013219,MINUTEMAN INTERNATIONAL INC,MMAN,P,01,LU,11194,9044,1987-03-20,2004-11-30
013220,KIRSCHNER MEDICAL CORP,KMDC,P,01,LU,12042,7949,1986-01-03,1994-11-30
013221,FISHER TRANSPORTATION SVCS,TXTG,C,01,LU,11258,9108,1987-04-30,1990-05-24
013221,FISHER TRANSPORTATION SVCS,TXTG,C,00X,LU,11258,9108,1987-04-15,1987-04-29
013222,COLUMBIA WESTERN INC,CLMW10,C,01,LU,75091,8142,1986-05-02,1994-06-13
013223,VAUGHNS COMMUNICATIONS INC,VGHN,P,01,LU,11168,9018,1987-03-12,1999-03-31
013225,TPA OF AMERICA INC,3TPSA,C,01,LU,71140,8394,1986-07-14,1989-07-06
013226,PERENNIAL DEVELOPMENT,PDCO.,P,01,LU,11247,9097,1987-04-09,1989-09-29
013227,LAUREATE EDUCATION INC  -OLD,LAUR.2,C,01,LC,92209,7661,1985-07-26,1988-02-08
013227,LAUREATE EDUCATION INC  -OLD,LAUR.2,C,01,LC,80037,12654,1993-12-09,2007-08-17
013228,TOTAL RESEARCH CORP,TOTL.1,P,01,LU,11214,9063,1987-03-26,2001-11-30
013229,APPLIED BIOSCIENCE INTL INC,APBI.1,P,01,LC,11211,9060,1987-03-26,1996-09-25
013230,INDUSTRIAL TRAINING SYSTEMS,3ITSCE,C,01,LU,10810,8700,1986-11-04,1991-07-22
013231,AMOSKEAG CO,AMOS,P,01,LU,14091,233,1978-01-31,1993-12-31
013231,AMOSKEAG CO,AMOS,C,00X,LU,14091,233,1974-01-01,1978-01-30
013232,CONTINENTAL MEDICAL SYSTEMS,CNM.1,P,01,LU,10827,8713,1986-11-06,1995-07-31
013233,MMR HOLDING CORP,3MMRHQ,P,01,LU,11188,9038,1987-03-19,1990-07-31
013234,LA DELITE LTD,4683B,C,01,LU,89464,7682,1985-12-11,1987-03-31
013235,IMMUCELL CORP,ICCC,P,02,LU,11292,9146,1987-05-01,E
013237,RISE TECHNOLOGY INC,RTEKC,C,99X,LC,11221,9072,1989-02-01,1989-06-30
013237,RISE TECHNOLOGY INC,RTEKC,P,01,LC,11221,9072,1987-03-31,1989-01-31
013238,QUADLOGIC CONTROLS CORP,QDLC,C,01,LU,11688,9113,1987-09-17,1990-01-10
013239,KORU MEDICAL SYSTEMS INC,KRMD,C,01,LC,11275,9128,2019-10-17,E
013239,KORU MEDICAL SYSTEMS INC,KRMD,C,01,LC,11275,9128,1987-04-27,1990-06-04
013240,COUNTRY WIDE TRANSPORT SVCS,3CWTVE,C,01,LU,11217,9067,1987-03-27,1996-08-13
013241,MESA AIR GROUP INC,MESAQ,P,01,LC,11162,9014,1987-03-11,2010-01-13
013242,OUTLET COMMUNICATION  -CL A,OCOMA,P,01,LU,11031,8902,1987-01-21,1996-02-29
013243,MEDI RX AMERICA INC,MDRXE,P,01,LU,10577,8484,1986-08-14,1988-05-31
013246,LASERLAND CORPORATION USA,LZER,P,01,LU,10949,8822,1986-12-16,1988-12-30
013247,AARON BROTHERS ART MARTS INC,AARN,P,01,LU,10921,8798,1986-12-10,1988-04-29
013248,MCCORMICK CAPITAL INC,3MKORE,C,01,LU,10619,8521,1987-03-31,1991-07-23
013249,MIP PROPERTIES INC,MIP.1,P,01,LU,68064,21227,1986-01-31,1995-10-31
013250,TRAVELERS REALTY INCOME INVT,TRIIS,P,01,LU,92559,7470,1986-01-31,1989-04-28
013250,TRAVELERS REALTY INCOME INVT,TRIIS,C,00X,LU,92559,7470,1986-01-01,1986-01-30
013251,MEDAMERICA PROPERTIES INC,MAMP,P,01,LU,69147,21851,1986-01-31,1996-10-30
013251,MEDAMERICA PROPERTIES INC,MAMP,C,00X,LU,69147,21851,1986-01-17,1986-01-30
013253,CROP GENETICS INTL CORP,CROP.1,P,01,LU,11212,9062,1987-03-26,1995-04-28
013254,NYTEST ENVIRONMENTAL INC,3NYTSE,C,01,LU,10326,8245,1986-06-05,1996-09-26
013255,A M E INC,AMEA,P,01,LU,11231,9082,1987-04-01,1989-09-29
013256,MEDMARK GROUP INC,MDMK,P,01,LU,75533,8981,1987-02-17,1987-09-30
013258,EDGCOMB CORP,6115C,P,01,LC,10884,8761,1987-01-30,1989-07-11
013259,AMERICAN INTL PETROLEUM CORP,AIPN,P,01,LU,10963,8836,1986-12-17,2000-11-06
013260,PROSPECT GROUP INC,3PROSE,C,03,LU,10286,8208,1987-03-31,1997-01-06
013261,CAPFILM INC,CAPF,C,01,LC,10427,8348,1986-06-30,1988-02-01
013262,ELEXIS CORP,3ELXCE,C,01,LU,11142,9000,1987-03-31,1992-01-08
013263,REXWORKS INC,REXW,P,01,LU,11265,9115,1987-04-21,1997-12-31
013264,IMO INDUSTRIES INC,IMD,P,01,LU,72100,20969,1987-01-07,1998-07-31
013265,XYLOGICS INC,XLGX,P,01,LU,11202,9052,1987-03-25,1995-12-29
013266,FREYMILLER TRUCKING INC,FRMLQ,C,01,LU,11259,9110,1987-04-15,1995-05-18
013267,INDEPENDENT AIR HOLDINGS INC,3IAIRE,C,01,LU,88904,7785,1986-01-31,1989-06-26
013267,INDEPENDENT AIR HOLDINGS INC,3IAIRE,C,00X,LU,88904,7785,1986-01-01,1986-01-30
013268,TRVLSYS INC,RITEE,C,01,LU,11926,9103,1988-02-04,1991-03-28
013269,NOSTALGIA NETWORK INC,NNET,C,01,LU,11118,8978,1987-02-17,1993-03-17
013270,BOX WORLDWIDE INC,BOXW,P,01,LC,11028,8898,1987-01-20,1997-12-16
013271,STERLING INC,STRL.1,P,01,LU,10254,8180,1986-05-14,1987-08-31
013272,UMB EQUITIES INC,UMBE,P,01,LU,10117,8060,1986-03-17,1987-10-30
013273,CRI INSD MTG INVTS II INC,CII.3,P,01,LU,69788,25839,1986-06-30,1989-11-30
013274,DISEASE DETECTION INTL,3DOTS,P,02,LU,11039,8910,1987-01-22,1991-10-31
013275,ALTERNATIVE HEALTH CARE SYS,AHCSE,P,01,LU,10865,8748,1986-11-19,1989-06-30
013276,NORTON DRILLING SERVICES INC,3NORT,P,01,LU,11152,9008,1987-03-09,1999-03-01
013277,HADSON CORP,HAD,P,01,LU,40708,2074,1977-06-28,1995-05-31
013280,PETROMARK RESOURCES INC-TX,5791B,P,01,LC,50201,2307,1986-01-31,1988-05-12
013281,ROSE CORP,3TRSEF,P,01,LC,78404,26285,1986-01-31,1999-02-11
013282,ORGANOGENESIS INC,ORGG.,C,01,LU,10928,8805,1986-12-11,2002-08-20
013283,MARSAM PHARMACEUTICALS INC,MSAM,P,01,LU,11209,9059,1987-03-26,1995-09-29
013284,BERES INDUSTRIES INC,BERS,C,01,LC,10520,8434,1986-07-24,1994-12-08
013285,LPL TECHNOLOGIES INC  -CL A,LPLI,P,01,LU,75231,8792,1986-12-05,1990-05-31
013286,CONCERTO SOFTWARE INC,CRTO.1,P,01,LU,11277,9131,1987-04-28,2004-02-27
013287,SCAT HOVERCRAFT INC,3SHVR,P,02,LU,10076,8019,1986-03-03,1990-06-29
013288,ROCK CREEK PHARMACEUTICALS,RCPIQ,C,01,LC,87816,18443,2000-03-21,2015-11-04
013288,ROCK CREEK PHARMACEUTICALS,RCPIQ,C,01,LC,87816,18443,1986-03-25,1987-12-31
013289,CALIFORNIA FIRST LEASNG CORP,CFNB,P,01,LU,11246,9096,1987-04-08,E
013290,WESTERN AUTO SUPPLY CO,WASC,P,01,LU,11030,8901,1987-01-21,1988-04-29
013291,TIDBIT ALLEY INC-NJ,TBAIQ,P,01,LU,92487,7738,1985-09-18,1987-11-30
013292,CASUAL MALE CORP,CMALQ,C,01,LU,10325,8244,1986-06-05,2001-05-17
013293,BOMBAY PALACE RESTAURANTS,6028B,C,01,LU,10511,8428,1986-07-23,1989-04-13
013294,NATL WESTMINSTER BANK,NW.1,P,90,LU,70885,21264,1986-10-22,2000-04-28
013295,MEDITRUST CORP,MT.1,C,01,LC,89982,7779,1986-01-31,1997-11-05
013295,MEDITRUST CORP,MT.1,C,00X,LC,89982,7779,1986-01-01,1986-01-30
013296,ERIE LACKAWANNA INC,7632B,P,01,LU,33516,6063,1985-01-31,1991-12-31
013296,ERIE LACKAWANNA INC,7632B,C,00X,LU,33516,6063,1985-01-01,1985-01-30
013297,DIVERSCO INC,DVRS,P,01,LU,11276,9129,1987-04-27,1993-03-31
013298,DIGITAL DIAGNOSTIC SYSTEMS,DDSI.,P,01,LU,11722,9085,1987-09-28,1988-04-29
013303,ANGIO MEDICAL CORP,ANME,P,01,LC,10289,9134,1988-04-05,1990-07-30
013305,ADV MARKETING TECHNOLOGY CP,6138B,P,01,LU,11191,9041,1987-03-19,1988-05-31
013306,BIG O TIRES INC,BIGO,P,01,LC,92508,7315,1986-12-26,1996-07-10
013307,SAVECO INC,5693B,P,01,LU,10270,8196,1986-05-16,1987-12-31
013308,AGOURON PHARMACEUTICALS INC,AGPH,P,01,LU,11192,9042,1987-03-20,1999-05-28
013309,AMERECO ENVIRONMENTAL SVCS,3AESVE,C,01,LU,75539,9088,1987-04-06,1990-01-15
013311,DEVCON INTERNATIONAL CORP,DEVC,P,01,LC,29621,1298,1987-05-07,2008-05-15
013312,BHP GROUP LTD,BHP,J,91,LC,89760,44121,2003-06-25,2022-04-29
013312,BHP GROUP LTD,BHP,P,90,LC,75039,653,1982-01-29,E
013313,FIREPLACE MANUFACTURERS INC,3FPMI.,C,01,LU,11310,9161,1987-05-08,1991-04-15
013314,DATATREND SERVICES INC,DATV,C,01,LU,11313,9163,1987-05-12,1997-07-15
013315,SEQUENT COMPUTER SYSTEMS INC,SQNT,P,01,LU,11283,9138,1987-04-30,1999-09-30
013316,COMPUMED INC,CMPD,C,01,LU,11357,9201,1987-05-22,1999-12-01
013317,ENVIROSAFE SERVICES INC,ENVI.,P,01,LC,11294,9148,1987-05-05,1992-02-28
013318,MICHAEL FOODS INC,MIKL,P,01,LU,11291,9145,1987-05-01,2001-04-30
013319,BRADENS INC,BRADE,P,01,LU,11117,8977,1987-02-17,1989-05-31
013320,INTERFUND CORP,IFNDE,P,01,LU,10228,8154,1986-05-07,1990-06-29
013321,CONVERGENT SOLUTIONS INC,CSOL.,P,01,LU,11330,9179,1987-05-15,1995-02-08
013323,SANDERSON FARMS INC,SAFM,P,01,LU,11343,9188,1987-05-19,2022-07-29
013324,INTEGRATED BRANDS INC  -CL A,IBIN.,P,01,LU,10506,8423,1986-07-22,1998-03-31
013325,GRAPHIC PACKAGING CORP,GPAK.1,P,01,LU,75544,9174,1987-05-14,1988-11-07
013326,TOPPS CO INC,TOPP.1,P,01,LU,11353,9198,1987-05-21,2007-10-31
013327,CSC INDUSTRIES INC,GOOI,C,01,LU,11080,8947,1987-02-27,1991-12-16
013327,CSC INDUSTRIES INC,GOOI,C,00X,LU,11080,8947,1987-02-06,1987-02-26
013328,C&D TECHNOLOGIES INC,CHHP.1,P,01,LC,71685,20431,1987-02-06,2010-10-07
