gvkey,conm,tic,datadate,fyear,gsector,ggroup,gind,gsubind,naics,sic,naics2,naics3,sic2,sic4
024405,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA,2025-12-31,2025,45,4520,452030,45203010,334118,3577,33,334,35,3577
024415,BMC STOCK HOLDINGS INC,BMCH,2019-12-31,2019,20,2010,201070,20107010,444110,5211,44,444,52,5211
024426,XPENG INC,XPEV,2025-12-31,2025,25,2510,251020,25102010,336110,3711,33,336,37,3711
024428,ADDVANTAGE TECHNOLOGIES GP,AEYGQ,2022-12-31,2022,45,4520,452030,45203030,423690,5065,42,423,50,5065
024436,THQ INC,THQIQ,2012-03-31,2011,45,4510,451030,45103030,511210,7372,51,511,73,7372
024468,BIOGEN INC,BIIB,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
024481,MADISON SQUARE GARDEN SPORTS,MSGS,2025-06-30,2025,50,5020,502020,50202010,711110,7900,71,711,79,7900
024483,BON-TON STORES INC,BONTQ,2017-01-31,2016,25,2550,255030,25503030,455110,5311,45,455,53,5311
024506,PULMATRIX INC,PULM,2025-12-31,2025,35,3520,352020,35202010,325414,2836,32,325,28,2836
024533,NATIONAL HEALTH INVESTORS,NHI,2025-12-31,2025,60,6010,601050,60105010,531120,6798,53,531,67,6798
024554,NUVEEN MICH QUAL MUN INCM,NUM,2020-07-31,2020,,,,,525990,6726,52,525,67,6726
024601,CSW INDUSTRIALS INC,CSW,2025-03-31,2024,20,2010,201020,20102010,333310,3559,33,333,35,3559
024610,WIRELESS TELECOM GROUP INC,WTT,2022-12-31,2022,45,4520,452030,45203010,334220,3663,33,334,36,3663
024616,PAYPAL HOLDINGS INC,PYPL,2025-12-31,2025,40,4020,402010,40201060,522320,7389,52,522,73,7389
024625,TOTALENERGIES SE,TTE,2025-12-31,2025,10,1010,101020,10102010,324110,2911,32,324,29,2911
024638,TRANSUNION,TRU,2025-12-31,2025,20,2020,202020,20202020,561450,7323,56,561,73,7323
024678,HORACE MANN EDUCATORS CORP,HMN,2025-12-31,2025,40,4030,403010,40301030,524126,6331,52,524,63,6331
024708,ATN INTERNATIONAL INC,ATNI,2025-12-31,2025,50,5010,501010,50101020,517112,4812,51,517,48,4812
024710,BIOSPECIFICS TECHNOLOGIES CP,BSTC,2019-12-31,2019,35,3520,352010,35201010,325412,2834,32,325,28,2834
024724,LIBERTY LATIN AMERICA LTD,LILAK,2025-12-31,2025,50,5010,501010,50101010,517111,4813,51,517,48,4813
024731,KIMCO REALTY CORP,KIM,2025-12-31,2025,60,6010,601070,60107010,531120,6798,53,531,67,6798
024755,SANFILIPPO JOHN B&SON,JBSS,2025-06-30,2025,30,3020,302020,30202030,311911,2060,31,311,20,2060
024782,PERRIGO CO PLC,PRGO,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
024795,AMERICAN SUPERCONDUCTOR CP,AMSC,2025-03-31,2024,20,2010,201040,20104010,335312,3621,33,335,36,3621
024800,QUALCOMM INC,QCOM,2025-09-30,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
024803,VITESSE SEMICONDUCTOR CORP,VTSS,2014-09-30,2014,45,4530,453010,45301020,334413,3674,33,334,36,3674
024810,ENBRIDGE ENERGY PRTNRS  -LP,EEP,2017-12-31,2017,10,1010,101020,10102040,000486,4610,00,000,46,4610
024825,COPT DEFENSE PROPERTIES,CDP,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
024843,AMYLIN PHARMACEUTICALS INC,AMLN,2011-12-31,2011,35,3520,352010,35201010,325412,2834,32,325,28,2834
024856,GILEAD SCIENCES INC,GILD,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
024861,PLANET FITNESS INC,PLNT,2025-12-31,2025,25,2530,253010,25301030,713940,7997,71,713,79,7997
024878,PDL BIOPHARMA INC,PDLI,2019-12-31,2019,35,3520,352010,35201010,325414,2836,32,325,28,2836
024888,ABAXIS INC,ABAX,2018-03-31,2017,35,3510,351010,35101010,334510,3845,33,334,38,3845
024890,MISONIX INC,MSON,2021-06-30,2021,35,3510,351010,35101010,339112,3841,33,339,38,3841
024893,WHOLE FOODS MARKET INC,WFM,2016-09-30,2016,30,3010,301010,30101030,445110,5411,44,445,54,5411
024905,SUNRUN INC,RUN,2025-12-31,2025,20,2010,201040,20104010,335999,3620,33,335,36,3620
024912,ACORN ENERGY INC,ACFN,2025-12-31,2025,45,4520,452030,45203010,334511,3812,33,334,38,3812
024922,POWERSECURE INTL INC,POWR.1,2015-12-31,2015,20,2010,201040,20104020,221118,4991,22,221,49,4991
024937,MAJESCO,MJCO,2020-03-31,2019,45,4510,451030,45103010,511210,7372,51,511,73,7372
024975,SYNOPSYS INC,SNPS,2025-10-31,2025,45,4510,451030,45103010,511210,7372,51,511,73,7372
024990,AMPLIFY SNACK BRANDS,BETR.1,2016-12-31,2016,30,3020,302020,30202030,311919,2090,31,311,20,2090
024996,LINEAGE CELL THERAPEUTICS IN,LCTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
025021,VALASSIS COMMUNICATIONS INC,VCI,2012-12-31,2012,25,2540,254010,25401040,541870,7310,54,541,73,7310
025047,SCICLONE PHARMACEUTICALS LLC,SCLN,2016-12-31,2016,35,3520,352020,35202010,325412,2834,32,325,28,2834
025056,TIME WARNER INC,TWX,2017-12-31,2017,25,2540,254010,25401030,512110,4888,51,512,48,4888
025069,USA TRUCK INC,USAK,2021-12-31,2021,20,2030,203040,20304020,484121,4213,48,484,42,4213
025095,STEMCELLS INC,STEM.1,2015-12-31,2015,35,3520,352010,35201010,325414,2836,32,325,28,2836
025108,CHRISTOPHER & BANKS CORP,CBKCQ,2020-01-31,2019,25,2550,255040,25504010,448120,5621,44,448,56,5621
025110,ICU MEDICAL INC,ICUI,2025-12-31,2025,35,3510,351010,35101020,339112,3841,33,339,38,3841
025119,MOHAWK INDUSTRIES INC,MHK,2025-12-31,2025,25,2520,252010,25201020,314110,2273,31,314,22,2273
025157,FIRST DATA CORP,FDC,2018-12-31,2018,45,4510,451020,45102020,518210,7374,51,518,73,7374
025160,EMPRESAS ICA SAB DE CV,ICAYY,2015-12-31,2015,20,2010,201030,20103010,000237,1600,00,000,16,1600
025166,KOPIN CORP,KOPN,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
025167,TAILORED BRANDS INC,TLRDQ,2020-01-31,2019,25,2550,255040,25504010,448110,5600,44,448,56,5600
025180,AGCO CORP,AGCO,2025-12-31,2025,20,2010,201060,20106015,333111,3523,33,333,35,3523
025186,STEIN MART INC,SMRTQ,2020-01-31,2019,25,2550,255040,25504010,448140,5651,44,448,56,5651
025234,BUCKLE INC,BKE,2025-01-31,2024,25,2550,255040,25504010,458110,5651,45,458,56,5651
025274,UNIVERSAL DISPLAY CORP,OLED,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
025279,BOSTON SCIENTIFIC CORP,BSX,2025-12-31,2025,35,3510,351010,35101010,334510,3845,33,334,38,3845
025283,KOHL'S CORP,KSS,2025-01-31,2024,25,2550,255030,25503030,455110,5311,45,455,53,5311
025320,DATAWATCH CORP,DWCH,2018-09-30,2018,45,4510,451030,45103010,511210,7372,51,511,73,7372
025340,D R HORTON INC,DHI,2025-09-30,2025,25,2520,252010,25201030,236117,1531,23,236,15,1531
025349,GLOBAL BLOOD THERAPEUTICS,GBT,2021-12-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
025356,EXPRESS SCRIPTS HOLDING CO,ESRX,2017-12-31,2017,35,3510,351020,35102015,446110,5912,44,446,59,5912
025357,FINISH LINE INC  -CL A,FINL,2018-02-28,2017,25,2550,255040,25504010,448210,5661,44,448,56,5661
025367,MAGIC SOFTWARE ENTERPRISES,MGIC,2024-12-31,2024,45,4510,451030,45103010,513210,7372,51,513,73,7372
025396,BIOCLINICA INC,BIOC.1,2012-12-31,2012,35,3520,352030,35203010,621511,8071,62,621,80,8071
025399,HAMPSHIRE GROUP LTD,HAMPQ,2014-12-31,2014,25,2520,252030,25203010,315190,2253,31,315,22,2253
025424,HOSTESS BRANDS INC,TWNK,2022-12-31,2022,30,3020,302020,30202030,311812,2050,31,311,20,2050
025430,FUELCELL ENERGY INC,FCEL,2025-10-31,2025,20,2010,201040,20104010,335999,3690,33,335,36,3690
025434,STARBUCKS CORP,SBUX,2025-09-30,2025,25,2530,253010,25301040,722513,5812,72,722,58,5812
025472,LIFEMD INC,LFMD,2025-12-31,2025,35,3510,351030,35103010,621999,8090,62,621,80,8090
025495,DYNEGY INC,DYN.2,2017-12-31,2017,55,5510,551050,55105010,221112,1311,22,221,13,1311
025509,SUPERIOR ENERGY SERVICES INC,SPNX,2019-12-31,2019,10,1010,101010,10101020,213112,1389,21,213,13,1389
025527,FULING GLOBAL INC,FORK,2019-12-31,2019,25,2520,252010,25201050,326199,3089,32,326,30,3089
025529,VIZIO HOLDING CORP,VZIO,2023-12-31,2023,25,2520,252010,25201010,334310,3651,33,334,36,3651
025536,CENTRAL GARDEN & PET CO,CENTA,2025-09-30,2025,30,3030,303010,30301010,424490,5140,42,424,51,5140
025538,CORE AI HOLDINGS INC,CHAI,2024-12-31,2024,45,4520,452010,45201020,334220,3663,33,334,36,3663
025539,CPI CARD GROUP INC,PMTS,2025-12-31,2025,45,4520,452020,45202030,334112,3572,33,334,35,3572
025570,ANCHOR BANCORP WISCONSIN INC,ABCW,2015-12-31,2015,40,4010,401020,40102010,522120,6035,52,522,60,6035
025600,CARE CAPITAL PPTYS INC,CCP,2016-12-31,2016,60,6010,601010,60101050,531120,6798,53,531,67,6798
025623,HI TECH PHARMACAL CO INC,HITK,2013-04-30,2012,35,3520,352020,35202010,325412,2834,32,325,28,2834
025633,OMEGA HEALTHCARE INVS INC,OHI,2025-12-31,2025,60,6010,601050,60105010,531190,6798,53,531,67,6798
025645,ALBERTSONS COS INC,ACI,2025-02-28,2024,30,3010,301010,30101030,445110,5411,44,445,54,5411
025648,ROCHE HOLDING AG,RHHBY,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
025665,LTC PROPERTIES INC,LTC,2025-12-31,2025,60,6010,601050,60105010,531190,6798,53,531,67,6798
025676,PERCEPTRON INC,PRCP,2020-06-30,2020,45,4520,452030,45203010,333314,3827,33,333,38,3827
025683,PAYBOX CORP,PBOX,2016-12-31,2016,45,4510,451020,45102020,518210,7370,51,518,73,7370
025726,CPI AEROSTRUCTURES INC,CVU,2025-12-31,2025,20,2010,201010,20101010,336413,3728,33,336,37,3728
025745,CRIMSON EXPLORATION INC,CXPO,2012-12-31,2012,10,1010,101020,10102020,211111,1311,21,211,13,1311
025747,LITTELFUSE INC,LFUS,2025-12-31,2025,45,4520,452030,45203015,335313,3613,33,335,36,3613
025774,ELECTRONICS FOR IMAGING INC,EFII,2018-12-31,2018,45,4520,452020,45202030,334118,3577,33,334,35,3577
025776,SANTA FE GOLD CORP,SFEG,2019-06-30,2019,15,1510,151040,15104040,002122,1000,00,002,10,1000
025783,MCAFEE INC,MFE,2010-12-31,2010,45,4510,451030,45103020,511210,7372,51,511,73,7372
025848,KEMET CORP,KEM.2,2020-03-31,2019,45,4520,452030,45203020,334416,3670,33,334,36,3670
025874,PETROQUEST ENERGY INC,PQUEQ,2017-12-31,2017,10,1010,101020,10102020,211111,1311,21,211,13,1311
025893,SITEONE LANDSCAPE SUPPLY INC,SITE,2025-12-31,2025,20,2010,201070,20107010,423820,5080,42,423,50,5080
025895,RADIAN GROUP INC,RDN,2025-12-31,2025,40,4020,402010,40201050,524126,6351,52,524,63,6351
025904,ACLARIS THERAPEUTICS INC,ACRS,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
025921,RAILAMERICA INC,RA.3,2011-12-31,2011,20,2030,203040,20304010,482112,4013,48,482,40,4013
025923,HG HOLDINGS INC,STLY,2025-12-31,2025,25,2520,252010,25201020,524127,6361,52,524,63,6361
025924,NAVIDEA BIOPHARMACEUTICALS,NAVBQ,2022-12-31,2022,35,3520,352010,35201010,325413,2835,32,325,28,2835
025929,SATCON TECHNOLOGY CORP,SATCQ,2011-12-31,2011,20,2010,201040,20104020,335312,3621,33,335,36,3621
025937,LIGAND PHARMACEUTICAL INC,LGND,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
025950,TAUBMAN CENTERS INC,TCO.2,2019-12-31,2019,60,6010,601010,60101070,531120,6798,53,531,67,6798
025964,CHART INDUSTRIES INC,GTLS,2025-12-31,2025,20,2010,201060,20106020,332410,3443,33,332,34,3443
025978,MRV COMMUNICATIONS INC,MRVC,2016-12-31,2016,45,4520,452010,45201020,334210,3661,33,334,36,3661
025999,GYRE THERAPEUTICS INC,GYRE,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026011,COMPUWARE CORP,CPWR.1,2014-03-31,2013,45,4510,451030,45103010,511210,7372,51,511,73,7372
026013,SM ENERGY CO,SM,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
026021,SEACOR HOLDINGS INC,CKH,2020-12-31,2020,20,2030,203030,20303010,483111,4412,48,483,44,4412
026045,ULTRALIFE CORP,ULBI,2025-12-31,2025,20,2010,201040,20104010,335910,3690,33,335,36,3690
026061,MATCH GROUP INC,MTCH,2025-12-31,2025,50,5020,502030,50203010,519290,7370,51,519,73,7370
026069,GULFPORT ENERGY CORP,GPOR,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
026094,MIRNA THERAPEUTICS INC,MIRN,2016-12-31,2016,35,3520,352010,35201010,325414,2836,32,325,28,2836
026112,CYTOMX THERAPEUTICS INC,CTMX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026123,NOVOCURE LIMITED,NVCR,2025-12-31,2025,35,3510,351010,35101010,334510,3845,33,334,38,3845
026144,AT HOME GROUP INC,HOME,2021-01-31,2020,25,2550,255040,25504060,442299,5700,44,442,57,5700
026146,REGENXBIO INC,RGNX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026147,PENUMBRA INC,PEN,2025-12-31,2025,35,3510,351010,35101010,339112,3841,33,339,38,3841
026156,HEWLETT PACKARD ENTERPRISE,HPE,2025-10-31,2025,45,4520,452020,45202030,334111,3571,33,334,35,3571
026162,ANAPTYSBIO INC,ANAB,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026187,ADESTO TECHNOLOGIES CORP,IOTS,2019-12-31,2019,45,4530,453010,45301020,334413,3674,33,334,36,3674
026246,VISION-SCIENCES INC,VSCI,2014-03-31,2013,35,3510,351010,35101010,334510,3845,33,334,38,3845
026269,MYOKARDIA INC,MYOK,2019-12-31,2019,35,3520,352020,35202010,325414,2836,32,325,28,2836
026273,EDGE THERAPEUTICS INC,EDGE.2,2018-12-31,2018,35,3520,352010,35201010,325414,2836,32,325,28,2836
026297,LOANDEPOT INC,LDI,2025-12-31,2025,40,4020,402010,40201050,522292,6162,52,522,61,6162
026304,CSRA INC,CSRA,2017-03-31,2016,45,4510,451020,45102010,054151,7370,05,054,73,7370
026336,PLX PHARMA INC,PLXPQ,2021-12-31,2021,35,3520,352020,35202010,325412,2834,32,325,28,2834
026340,WAVE LIFE SCIENCES LTD,WVE,2025-12-31,2025,35,3520,352020,35202010,325414,2836,32,325,28,2836
026341,VOYAGER THERAPEUTICS INC,VYGR,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026351,NORTHSTAR REALTY EUROPE CORP,NRE,2018-12-31,2018,60,6010,601010,60101040,531120,6798,53,531,67,6798
026359,APELLIS PHARMACEUTICALS,APLS,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026367,BLOCK INC,XYZ,2025-12-31,2025,40,4020,402010,40201060,518210,7374,51,518,73,7374
026376,BEONE MEDICINES LTD,ONC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026385,MERUS NV,MRUS,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
026410,FOUR CORNERS PROPERTY TR INC,FCPT,2025-12-31,2025,60,6010,601080,60108010,531120,6798,53,531,67,6798
026494,ATLASSIAN CORP,TEAM,2025-06-30,2025,45,4510,451030,45103010,519290,7370,51,519,73,7370
026514,MONSTER DIGITAL INC -OLD,MSDI.2,2016-12-31,2016,45,4520,452020,45202030,334112,3572,33,334,35,3572
026543,PETROSHARE CORP,PRHRQ,2018-12-31,2018,10,1010,101020,10102020,211120,1311,21,211,13,1311
026545,RMR GROUP INC,RMR,2025-09-30,2025,60,6020,602010,60201010,561110,8741,56,561,87,8741
026658,AVANGRID INC,AGR,2023-12-31,2023,55,5510,551010,55101010,002211,4911,00,002,49,4911
026676,AZURE POWER GLOBAL LIMITED,AZREF,2025-03-31,2024,55,5510,551050,55105020,002211,4911,00,002,49,4911
026677,SECUREWORKS CORP,SCWX,2024-01-31,2023,45,4510,451030,45103020,513210,7372,51,513,73,7372
026709,VERSUM MATERIALS INC,VSM,2018-09-30,2018,45,4530,453010,45301010,325199,2860,32,325,28,2860
026722,ACACIA COMMUNICATIONS INC,ACIA,2020-12-31,2020,45,4520,452010,45201020,334220,3663,33,334,36,3663
026746,NUTANIX INC,NTNX,2025-07-31,2025,45,4510,451030,45103010,518210,7370,51,518,73,7370
026768,SSR MINING INC,SSRM,2025-12-31,2025,15,1510,151040,15104030,212220,1040,21,212,10,1040
026798,CLEARSIDE BIOMEDICAL INC,CLSDQ,2024-12-31,2024,35,3520,352020,35202010,325412,2834,32,325,28,2834
026839,PHILLIPS EDISON & CO INC,PECO,2025-12-31,2025,60,6010,601070,60107010,531120,6798,53,531,67,6798
026863,CENTRIC BRANDS INC,CTRCQ,2018-12-31,2018,25,2520,252030,25203010,000315,2300,00,000,23,2300
026864,PERMIAN RESOURCES CORP,PR,2025-12-31,2025,10,1010,101020,10102020,211120,1311,21,211,13,1311
026874,EDITAS MEDICINE INC,EDIT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
026892,REATA PHARMACEUTICALS INC,RETA,2022-12-31,2022,35,3520,352020,35202010,325414,2836,32,325,28,2836
027119,INGEVITY CORP,NGVT,2025-12-31,2025,15,1510,151010,15101050,003251,2810,00,003,28,2810
027148,ADVANCEPIERRE FOODS HOLDINGS,APFH,2016-12-31,2016,30,3020,302020,30202030,000311,2000,00,000,20,2000
027155,INTELLIA THERAPEUTICS INC,NTLA,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
027198,PHASERX INC,PZRXQ,2016-12-31,2016,35,3520,352010,35201010,325414,2836,32,325,28,2836
027199,VAALCO ENERGY INC,EGY,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
027201,GEMPHIRE THERAPEUTICS INC,GEMP,2018-12-31,2018,35,3520,352010,35201010,325414,2836,32,325,28,2836
027240,BALLYS CORP,BALY,2025-12-31,2025,25,2530,253010,25301010,007132,7990,00,007,79,7990
027318,ZEDGE INC,ZDGE,2025-07-31,2025,50,5020,502030,50203010,513210,7372,51,513,73,7372
